ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
3C6Jn2YYPlZoe7pBPQl845,raúl ornelas,50,178321,"trova, trova mexicana",2015,2023,20,1,539989.0
0LuQuimTrwdGIoPD47cWC4,joy zimmerman,0,107,,2013,2023,11,1,16.0
3Oq5AAI93FevjNDCUnptRx,陳浩民,5,217,hong kong tv drama,1995,2014,4,4,1552.0
4g2wQrnLgK9nibW90QGZUL,sam fitzpatrick,0,2,,2020,2020,1,1,0.0
7rHmJCjH5VpWwVqTTJbr3Z,klever,12,61,,2023,2024,4,1,615.0
4xasGdysN0HnlNslIjkRpr,the bibletones,2,291,,2016,2021,4,10,201.0
36YniJ7cJFdfwyDcyozJuX,brush shiels,10,366,,1999,1999,1,18,1965.0
6csO0rzNZlV0dBTq4i7q2w,acoustic food,0,42,,-1,-1,0,0,40.0
0DMxk3JmQJzSWi8By4LpN9,上里はな子,0,4,,2006,2006,1,8,74.0
4EtKpaX9ZAb0YZUB0yUawV,remigio ducros,8,640,"italian library music, vintage italian soundtrack",1970,2019,13,14,1604.0
05rdt9YIoCAA8OzTONikfQ,jelle van giel group,2,260,,2015,2021,5,1,307.0
754spBmEBPBcB1E6fPeQmF,hamish kilgour,8,984,"dunedin indie, dunedin sound",2014,2019,6,2,2336.0
26T6b8maqEVltcmE4kSDUl,corona,61,212264,"diva house, eurodance, europop, hip house",2006,2024,20,7,5499375.0
1CqvjaECUkhe4BMeYz4Ihh,郭顶,48,101575,"chinese indie, taiwan indie, taiwan singer-songwriter",2016,2022,6,1,463175.0
2SG3sPgDH8WGI6mE95ZMhh,benitz,0,16,,2023,2023,2,1,7.0
5LtMStrVbEokvGgLcdp1rz,julie king,21,9,,2024,2024,3,6,879.0
1BPToomGqq7WvAom94fyVp,homemade empire,0,128,,2011,2021,4,10,45.0
3QOIou29CPmEHJl8yXeWP5,biggus riffus,0,3,,2022,2022,1,1,1.0
6G8kSMeO2KN3JdEnU5C4m4,marc ducret,5,1916,,1987,2023,15,5,396.0
7lis4nJqfPm4jTXZdfAJDy,funk off,17,4360,instrumental funk,2010,2023,14,1,10156.0
1mzc68717vq6WLZYnV1BmG,les tétines noires,1,433,,2019,2019,1,13,151.0
36MBWFc62CNnd4VgRqxTbY,hicham,7,2172,,2018,2024,20,1,1763.0
3GfoqBEQHAxeWykLJYzIyH,marjorie estiano,42,235150,"axe, mpb, pop rock brasileiro",2014,2014,1,11,346179.0
6czgMnz6pz9yVxAJjYriez,guy livingston,3,61,,2001,2014,3,60,354.0
0HZztZ2bsFyAc12G4WgFkU,mojoba,0,13,,-1,-1,0,0,109.0
3r3jiKdeCOhcI7NcHjOP7Z,dj dlg,12,1763,,2012,2024,20,4,5466.0
25IstZeZzVR0TRSR1buDFN,alex van heerden,0,80,south african jazz,2009,2009,1,13,21.0
5xh8eZhL7F8JnkKajhdIW3,kati fors,0,455,iskelma,2006,2006,1,13,107.0
3cvfhvX27TzmSlCdPAA2QT,lesser strays,0,22,,2015,2018,3,5,0.0
6kAIx93js78FP9IX4Sv1sD,starwalker,0,4,,2021,2024,19,6,6.0
2E9f0AnZiAjKL7YKsXo4rP,tal skloot,9,461,,2001,2020,3,10,1610.0
5kpIXRIz3MbQO15nGSyFto,soffet,27,7550,,-1,-1,0,0,37806.0
0ZNCIJat175yzd22LQPhUV,francisco soto de langa,2,43,latin american baroque,2023,2023,1,1,411.0
6TQZ0npOnoaFotAnpuZXq7,house plant,0,26,,2023,2023,1,5,19.0
6qGQswVmwBjeA44VIuVOVh,general narco,0,64,,-1,-1,0,0,69.0
43IFISSwNxRRXmCq3zRwou,sicc,2,44,,2015,2018,2,4,117.0
159BcVkLuqprcY70QHKwE0,thomas günther,0,2,,2008,2008,1,8,6.0
6RivNn9J2AWf5XWVJaZuUy,hansjörg martin,0,37,,1976,1976,2,13,4.0
1mILuJgdJv5gRTDaByfl9e,fieldtree,0,357,indie emo,-1,-1,0,0,14.0
574PYry9WzUvHwvtxmKKSW,antarctigo vespucci,33,23732,"bubblegrunge, folk punk, indie punk",2014,2018,5,4,54440.0
6ljps3qFFhSPUaToDMEEMv,wayne paul,6,33,,-1,-1,0,0,4.0
0YanjIGqZ2wDhegxJt1pBR,the clambake seven,0,1,,-1,-1,0,0,0.0
694RhUTdZ2dbFYf08GLUIN,power man,5,926,,2015,2020,6,1,459.0
3GYhK8MMMe8yErRoWU35K5,sharkey,48,9136,,2019,2019,1,1,502676.0
0C3ZMm1wUDMbr1M3Vd12Yw,müküs,0,9,,2009,2009,1,9,6.0
16v90mzwnDBgx3S6NRXk74,squiddly,1,5,,-1,-1,0,0,0.0
1DqM4ENIX53mvRakSSjaTj,mohammad esfahani,27,42575,"classic persian pop, persian pop",2000,2024,20,1,23451.0
25wFonka3Ph2257xyBFzxB,dead trooper,0,241,,2009,2014,9,3,64.0
0g2s7sIZ2SX168uQDs9NM2,joel lindfors,26,5596,instrumental progressive metal,2016,2022,5,1,25746.0
1y9lqekfgRA0c2AAHfdu66,keeling beckford,6,264,,1978,2021,10,3,812.0
1GlRbfQtJpwrFx00LPjq5U,the escape frame,7,558,,2008,2008,1,12,2129.0
7D51aamtG24jfbhc4c857m,dissension,0,26,,2019,2019,1,3,3.0
1IrEf7MPrjU5LfM5XMH9Da,isiteshi,3,172,,-1,-1,0,0,668.0
7aJWmS1tKQvPQyNbAsfC30,flossmobchase,38,2222,,2018,2024,15,1,13941.0
1FhphWE1e9W3KDcLezZ9ue,マッカチン企画,0,92,,2014,2018,2,7,64.0
5IudomJaImJuYY8w2sAcVX,göran premberg,1,14,,2002,2002,1,29,60.0
0fJlZhSUNFeLYyumFSsPPG,thejayneral,12,37,,-1,-1,0,0,0.0
33uf4J7alQ8DoVQGbFVgr8,living large,0,2,,2020,2020,1,1,0.0
63v0RBndP0tsR5Qv8MVfqq,murray hickman,0,2,new zealand classical,-1,-1,0,0,18.0
7gTxvQIqQDyuiRNFA5UuJR,the solo project,0,44,,2002,2002,1,12,69.0
41ZdWkct8YXdOKd7glVN5X,vermisst,4,112,,2023,2023,8,1,170.0
77EKGjnlDL5eAIlxik4UUF,the conspirators of the occult,0,17,,-1,-1,0,0,87.0
2rthBZnHwpTZyCxjcJ602k,simbioz,0,0,,-1,-1,0,0,0.0
4Vm9zun24zTzVhtG32RBQm,southern brothers,9,207,,2020,2024,12,1,1616.0
1KRfVQLe3NTPz3nSIKcJoj,groove kings,9,212,,2021,2023,5,1,3372.0
7qwj7kKl5ftVIcBx5P5hn6,the tunas,0,108,,2016,2024,10,2,86.0
5qn4hTP45LrZLObFYB4dAj,the boneshakers,2,170,,-1,-1,0,0,42.0
34pW9L4rrXOvwVUwBbTtI2,iša krejčí,0,14,neoclassicism,1985,2014,2,9,31.0
3pRGD9uGhj8LC6xA1OurXG,i gatti di vicolo miracoli,15,1720,cartoni animati,1972,2016,2,11,7347.0
3xrmfPDuchd2njmlYeei6l,sky gone grey,0,15,,2020,2020,1,11,0.0
70pBJKQWVq67LOkQDJybnz,gianni bobbio,0,6,,2020,2020,1,10,1.0
68KZ4vm3B5yAZutdy2RvIE,cheka,44,528138,reggaeton,2008,2021,14,1,491426.0
3GlJYDO6kAA6K0d6J3JyV2,iomos marad,0,0,,-1,-1,0,0,0.0
4mrkinVkYDwfWwppdoM59M,christian naujoks,3,803,,2009,2022,6,4,277.0
2I1KI8uFju21FNrL4zdeqY,tshego,37,207079,"sepedi pop, south african hip hop, south african trap",2015,2024,20,1,95221.0
10k1VJ8JF7jNDTB9uqt4Bx,repeat eater,0,248,,2017,2020,2,5,68.0
20kGneEV6Rpw2M0c2CvucP,the whip hand,0,241,"dreamgaze, italogaze",2016,2018,2,1,51.0
4xDWboxMAdfuz7oZyVifKL,stephen lawrence,1,48,,2021,2021,1,27,85.0
7gqM8Uzr1B6QmV5A8deZ9n,asher lev,0,9,,2004,2006,2,5,1.0
2j44KrGNbCbIF77MafUOPi,seth bernard,8,2429,"michigan folk, michigan indie",2001,2023,20,1,1770.0
5zHpbiwTQdnDq9FIhyaYet,snagga puss,2,818,deep ragga,1995,2021,5,1,363.0
2BnhVOEEt5LbMfhCeK7GNq,die igelschnauzen,0,53,,2013,2015,7,1,72.0
3P9jdZehQvmAoTrWU1p5zt,charlotte church,37,37201,operatic pop,1998,2022,16,1,98145.0
1fqNMcAkNTgZobYVCAyh7d,charity kahn,2,167,,-1,-1,0,0,447.0
08PDlCzlkVsF59Qrz6WkUZ,sudden rush,23,16318,"hawaiian hip hop, jawaiian",1997,2023,12,1,12115.0
4kD9119nOf4HyhOXzjmT55,karbunko,3,466,,2009,2012,2,15,216.0
0GMpQNKLjYxOFE5CeKqf63,arman bas,2,214,,2021,2023,20,1,481.0
7w0DtDsohdVBeAaJI9S5hx,shammen delly,0,141,,-1,-1,0,0,19.0
0CqfkYr7CBuSySa4wUBChE,bandokay,54,176318,"uk drill, uk hip hop",2021,2024,20,1,840200.0
7FmrPpAgjdEN4AEkZPS8Ki,jorge strunz,7,243,,2010,2010,1,10,539.0
631v7UC3F5r4YFgQG035jX,paradise eve,5,536,,2019,2023,6,5,331.0
2xfenTph2w54PDt4DDgAv4,canebianco,0,30,,2013,2023,5,1,10.0
4CBDYnGGRSgklBtMY9s3he,andrea ojano,0,31,,2014,2016,4,1,1.0
77Ud4L3gmeLXv9zNGMr4MH,rurutia,24,17039,,2002,2022,14,3,14202.0
5PKeaAkMpVKmfw9ArG4US3,barbara buchholz,4,212,"laboratorio, theremin",2008,2021,2,2,691.0
34xTTkew0cHeWzPRTac5Bq,the sunstreak,18,3317,alternative pop rock,2008,2009,3,6,9398.0
4V4E0LyHeuxq7w8STtAKCJ,jay cotton,0,2,,2008,2013,2,1,0.0
0qI96P2IV9lfoieFKVLNkp,insulter,0,273,,2020,2021,3,1,33.0
2hI2HclB5dgv3Qks0jjXaV,sunwatchers,5,3947,experimental jazz,2017,2023,17,1,917.0
26U0h4bJShYvc5qpSd9sSO,lorrae coffin,0,2,,-1,-1,0,0,15.0
2RcpMq2zbPhykuQaE5w2u2,woolymammoth,7,6015,"deconstructed club, experimental bass",2015,2018,7,5,1774.0
76RC3qA6q7zXCvtWbzDz7c,gheorghe cucu,0,17,,2023,2023,1,1,78.0
2zkkk3pD8gy7NY6n2rMFpS,eggstone,16,4218,swedish indie pop,1992,2019,12,4,5495.0
2LfwBR462RdUvIoSZL9nKc,silver walks,1,208,,2018,2022,8,9,168.0
2amM3v08uB12w0epOw1WcN,olympia maru,0,274,pinoy shoegaze,2016,2020,4,1,35.0
43WkI0enYFZKbtFqodKiBW,harold heath,3,485,,2009,2014,20,2,608.0
5QBCiKjgFTznZwKUiiDTXA,hector rivera,15,1979,boogaloo,1966,2022,11,1,6925.0
6ig3dW4J0reAj8E7xv8xyw,aelita red,3,70,,2017,2019,4,5,35.0
19t8j14dE6Yp2JAsWyvA5u,grises,16,9015,"spanish indie pop, spanish modern rock",2011,2020,14,1,7745.0
5f6dSXSmLwEEu7F6jxpMjv,integral,0,6,,2023,2024,3,1,17.0
0n6NlE8a1QMZ8WwavAPQKM,ben rourke,0,37,,2009,2012,4,4,26.0
6nkfyYQ6iPtew1vHSnL48M,billy bell,0,18,,2009,2021,20,1,98.0
41oJM7yPB80Ve7TKlj6by2,phil and the osophers,10,2279,brooklyn indie,2004,2024,20,5,898.0
1jvYUmlYldDgYNA3an3EOa,branco mello,9,855,,-1,-1,0,0,109.0
5FWTGUtPRqqTUjBMdROQf7,toutou,7,143,,2005,2005,2,4,1566.0
4K63DRJhlrBfNIwz85t2Eb,bismarck,13,3874,norwegian doom metal,2016,2024,5,1,3236.0
7e14ygSX1HZLL9PCBjqMXw,hellwerk,0,70,,2018,2018,3,1,13.0
4DXCv8kZYmg57Lbhsdx3gq,byrdi,25,12312,"rune folk, viking folk",2017,2024,15,1,29831.0
3Y1m2L2IDT7JR1HS2DxQ6y,light blending in,7,610,dreampunk,2018,2024,20,2,729.0
4iVC7Z57FJUKqShbiEWxJF,double sun,4,367,,2020,2024,5,1,286.0
2N3NFq51EjuMP0skIwH121,hypnodrone ensemble,0,381,"drone rock, german post-rock, german shoegaze",2018,2023,3,5,79.0
4hJjLxauIPKOzcrFc8trIw,dj juicy,0,8,,-1,-1,0,0,0.0
0o5jOQbBI6oSsI0U6OT41X,tarn pk,11,991,,2018,2023,16,1,4601.0
6YVMFz59CuY7ngCxTxjpxE,aespa,74,5060436,k-pop girl group,2022,2024,20,3,8263542.0
4cetscTWm9nzhyhP1e6ZwJ,harland williams,21,5540,"canadian comedy, comedy, deep comedy",2005,2021,3,10,12407.0
4GqqLLalAC0m8eOMM4zy44,shellshock,6,124,,2023,2024,4,1,163.0
4PYV3MWBRGkJvP28jUn7S9,jingle punx,0,98,,2016,2016,2,27,17.0
4SQdUpG4f7UbkJG3cJ2Iyj,arca,60,529654,"ai, art pop, deconstructed club, escape room, experimental pop, fluxwork",2013,2023,20,1,818828.0
3kbBGetWIFKUxykCKcSxvg,зьміцер вайцюшкевіч,3,1349,belarusian indie,2018,2019,2,1,855.0
0Ggros7C5Vyrk6xALYp3NR,nicolae sulac,14,1342,"moldovan pop, muzica populara",1996,2019,14,1,4435.0
5lekDOvlVK844FamyTlPgl,stretch & vern,22,692,,1996,2019,7,2,23689.0
6hYAU52A6l9ag34TDbfGGk,damon edge,4,853,synth punk,1985,2014,5,8,525.0
1NfoaRmcZpvBgp0R2d6pCv,blåådpalt,0,93,oulu metal,2020,2023,5,1,36.0
3syRCay3Voxlaja69iugrs,andy akiho,14,2314,"american 21st century classical, prepared piano",2020,2023,15,1,2544.0
6dTLqVZrMHevfHToMqCQ6R,badison,4,1170,,2019,2024,6,1,631.0
7oBDZ3rFFFCzWoHzgODLJi,direct action,0,3,,2017,2017,1,1,7.0
6KOx8QC8AiJ7144UET8ySM,banda desenhada,1,104,,1999,1999,1,11,65.0
0qnIXgwsQkQSV9ypiNeevy,blood sport,0,50,,2017,2017,1,1,29.0
6qD4xtkHqzrAWg8urWSiPH,redondance,0,71,,2019,2021,11,4,9.0
5bW6RYbevoU7wzHCrxCdTy,radio malanga,6,1005,,2006,2006,1,15,1318.0
4ZNX9oF09fQRw2gewVKVYE,5 aux moulins,0,15,polyphonies corses,2015,2015,1,14,80.0
6hXyhJAs152pUKtEf7lmpx,sophia corri dussek,0,0,,-1,-1,0,0,0.0
1gC8QlDTXtH4mF8Vv7Lbrp,marc bradley,2,42,,2013,2013,1,15,672.0
7MMcJHFoJYUjHIk9YwTufv,the decline,33,12000,fast melodic punk,2010,2023,20,5,61843.0
5GHcCPhRZFVn1KIjtBmS8B,victor biglione,19,2340,metal guitar,1993,2023,20,1,9073.0
7kFROuisiKUAj1pPe20AgL,deadspot,0,105,underground grunge,1990,1990,1,10,58.0
4CSD8L9KIPNIYFaUQPgENh,klovner i kamp,39,33240,"norwegian hip hop, norwegian rock",2000,2024,14,4,144516.0
33cdFg8u1DZ0vUdV0P6bSI,michael fabiano,19,829,classical tenor,2019,2019,1,11,12112.0
2gkoczXRNRDUmfEdvr7CWm,joe hawley,36,28320,geek rock,2019,2021,4,1,34330.0
5Vn3hhrfLtf4vBD6YVWbsV,lisa ullén,0,0,,-1,-1,0,0,0.0
0XwYYiapL2bcezFUl7rMqq,argus,15,2098,ambient psychill,2013,2023,14,2,4436.0
2rF2wz8ALryKfgrM4bqYr6,salvatore messina,0,2,,-1,-1,0,0,1.0
5NmQA6Plo14fHBzfQq1oNA,radioactive.cake,3,914,"deep psytrance, zenonesque",2009,2021,6,3,715.0
2H1cAYXnHNARlMuYs9zNlD,navern,0,3,,-1,-1,0,0,5.0
5Ih5iFI1E98SqdIsTPz9cN,richard conrad,0,0,,2023,2023,1,1,1091.0
0xJgUUEh0S9ja6D8Av0VFt,baron of red clay,0,2,,-1,-1,0,0,0.0
6DeqOC0YR2W0egna2AhnSO,yucco miller,15,3169,japanese jazz,2021,2023,3,1,2714.0
64FkvhN23S7rVFyo5ytiLo,woodface,3,289,belgian rock,2005,2007,5,2,387.0
70tOBioFUv8aswsBxNjCjS,il cile,37,10933,italian pop rock,2014,2024,12,1,18369.0
2OYVfoWEk793VNcKIX1Zwp,rick wilkins,0,0,,-1,-1,0,0,20.0
2rdtnHUXS47XOVnN9909Ez,maricel soriano,0,0,,-1,-1,0,0,0.0
56VkkAgoBMg6bEN4AB33vG,hawaiian sadness,18,6915,russian emo rap,2017,2023,20,1,4875.0
0zx5G7iLsaY5LPgU7DhOft,brick brixton,0,3,,-1,-1,0,0,37.0
7E8QIsuIJrew4cdX5k1W5s,black morphs,0,17,,2014,2014,1,2,70.0
2KIMyJ2FjXp1uhCa2pKwrO,松村雄基,0,5,,2013,2013,1,7,4.0
6kyy1JMbAZXslSGDmeNQzc,lyonel bauchet,0,0,,-1,-1,0,0,0.0
6gYM1fb507yhFy8iVMm2D5,dj darryl,0,60,,2013,2013,1,2,1.0
6aRhznYRuDprkHf1z0Jgws,tony casanova,20,3453,melodic techno,2013,2023,20,5,18549.0
2jLEOiOudRhG8FR8zyG9YV,slay my sanity,0,184,russian death metal,2019,2019,1,11,48.0
3t17NSJ7071uOpm4tMcEI3,goreobscenity,0,34,colombian death metal,2020,2020,1,3,13.0
0bkCgPDsJ6q2Wzp59FXupr,dorit kreysler,0,23,,-1,-1,0,0,50.0
6iy6Iguc69F0m3Dt5BvHXi,aggro,9,323,,2023,2023,1,14,1866.0
35Uu85Pq33mK8x1jYqsHY2,sevendust,54,1095689,"alternative metal, atlanta metal, industrial metal, nu metal, rap metal",1997,2023,20,11,898883.0
288ptwBqLrqmD6Z2622eLp,robert belfour,17,7454,country blues,2000,2003,2,9,9416.0
1iqakfHpQ5CXu2oQXfi3bU,chris fairbanks,2,753,,2010,2021,2,27,205.0
6gFYM8aTyUMWu7y04rWh8C,carvin jones,9,2851,,2015,2018,2,10,1134.0
43ytDIZ52oEncngyeyWeOO,steelgods,0,124,,2007,2022,4,1,22.0
3uBWhdebcYXfBjXQm333dr,katharine lee bates,0,21,,-1,-1,0,0,137.0
6lwhvlf5nqiuYzgd9VVW8Y,footsie and the psychos,0,22,,2013,2013,1,3,2.0
1FNTq02E9HyjQMMi5WHcTT,starchaser,18,729,,2001,2023,17,6,12498.0
4RPcFoeqUfFsFaRvJQa1Ab,candi pearson,10,810,,-1,-1,0,0,367.0
5Jjexu2wDAAPmX4eRj1DaA,eurobrass,6,313,,1996,2018,6,16,500.0
1Tnucfm6K3g53p0YkRJCaj,kryptik mutation,0,0,,-1,-1,0,0,0.0
7JmDAmNYFsyZW49hkBUWlB,lóstregos,1,671,,2016,2021,3,4,142.0
5EhCIcmvxnPB3i3MSASJKK,static starlight,11,578,dark clubbing,2014,2024,17,4,2812.0
3cPhnpqQbDtv5dR3Od3Vz1,ahmed rushdi,15,65367,"classic pakistani pop, ghazal",1962,2023,14,6,6017.0
3P9HA4lYhoPQKlUsF9jUWe,stan van samang,39,51399,"belgian pop, classic belgian pop, kleinkunst",2007,2024,20,2,132171.0
60HY4pl0nbOrZA6u2QnqDN,dread sovereign,7,4300,irish metal,2017,2021,5,1,893.0
1on08h1VJjf8FnEzdMEuDZ,cornel constantiniu,5,2694,muzica usoara,1971,2008,4,4,1148.0
4Nv2wi0CMRogQPmdltNe7N,mushroom,15,1272,,1998,2024,20,1,6668.0
6qPjo0iKI9TQoc4vlCzYk1,randy valentine,35,13427,modern reggae,2014,2024,20,1,90633.0
1C5FBIcdB3ZfZIPKYFirKY,符龙飞,13,25,,2019,2019,1,4,2022.0
6QA05gHLqWpw4hMPqcuHD3,matthewdavid’s mindflight,9,1899,experimental ambient,2015,2020,7,2,2257.0
4TFwgJ0aP8Jr6rz9ZaIjkV,heartless crew,21,11638,"grime, uk dancehall, uk funky, uk garage",2002,2003,2,4,20856.0
0FQjlccxfaBKSxNDaVh7u1,nicolas signat,0,24,,-1,-1,0,0,6.0
31Gbv2WFzy6QX0X6DkGiHA,benny adam,29,2539,hip hop quebecois,2019,2023,10,1,56215.0
589FVR6Ie91b18ZtChyTj5,jaxxwell,6,1520,big room,2021,2021,1,1,2034.0
4rmqEMZq3kj6uGSw7mWSYa,postman pat,25,5012,british children's music,1982,1993,3,1,13852.0
6DnCsE3WQ3nWF7MBzc8YYi,thin wild mercury,0,15,,2005,2005,1,9,3.0
0isJbxifoMeqQrTx6ozlLh,black valley moon,2,208,,2021,2023,6,2,210.0
5x9z70yXJE8WCZ9HOj6vVM,yolanda molina,0,3,,2016,2016,2,1,0.0
34it5j9epqf2uNRrLD2Uoi,il dono,0,75,,2006,2022,4,12,18.0
3tqcTNIbEyETz3nQXaW4wk,big light,0,1,,2022,2022,2,1,3.0
00DmnU6413k5QwyUY4wNkw,can can heads,0,124,new weird finland,2014,2014,1,3,3.0
4BFrxOF7sqCCRcRocH01vK,well of souls,0,237,neo-trad doom metal,1990,2012,2,11,25.0
77UGoWaBj0lKytXDlc2Ju7,dismal foresight,0,27,,2023,2023,1,7,11.0
4cYvWQgqxfwhUf8EtQD0hP,wenche,9,612,,2004,2016,10,1,1409.0
1b0wvja0xDT7bqInD3As50,cryptonyte,0,42,,2016,2021,14,1,3.0
0bdmHmgFdPpuNvJjl62yVB,harp and a monkey,1,446,lancashire indie,2011,2024,17,2,113.0
2RnZevy3U74RCtheTklaKg,aaron j. sala,13,893,hawaiian,2005,2005,1,12,3831.0
7KqRoYlY57VGg86tv8fXHZ,aulis kivinen,0,2,,-1,-1,0,0,0.0
4UEptob4dSCYgj8zPKmqHA,pablo raster,8,999,"dub reggae, electro dub",2015,2021,13,3,1983.0
0K4Pj79XGQRXv1ESJADlMX,james francies,26,14873,contemporary jazz,2018,2021,6,1,26180.0
0nXg752T1bM7l7bqppbGFA,yannick zenhäusern,2,63,,2015,2021,11,3,58.0
2szwD6aOYIuuNwqjlxaCyG,скворцы степанова,2,220,,2009,2023,20,1,458.0
1RwcwJYfjzI1NU2fSPVRrQ,let the boy decide,0,27,polish indie rock,2018,2018,1,11,4.0
342dJxfFu9EbrbY8i7Llud,francis mounier,0,0,,-1,-1,0,0,0.0
5l2OLnBE2oJ1dDIAksX50q,pierre dumage,2,36,french baroque,-1,-1,0,0,156.0
56io09JiTqw0J3nkfEFUkf,michael forzza,10,412,belgian techno,2001,2020,7,3,3384.0
42ifIGD6Jm0HEI2QUfHO48,guillaume fédou,15,226,,2003,2024,10,3,10636.0
4lFuApZBDcO77Q300tm11i,the electric kings,2,202,belgian blues,1995,2006,4,13,217.0
40MSz9KU6J8HDdfATbQzO2,the coffinshakers,34,26080,"deathgrass, gothabilly, psychobilly, varmland rock",1999,2023,5,1,58966.0
2PoyNglEym59Fhd2Oumq8K,sistol,0,197,,1998,2010,6,4,98.0
0P9f9q9zwU5YqMlLfJcrFg,solillaquists of sound,22,10526,underground rap,2002,2014,7,18,17766.0
1WjqUP40ukX4kdcUpgcjCi,mother tareka,0,163,hamilton on indie,2014,2019,4,6,34.0
1npRttYmpnn13f1vh372ER,yeongrak,0,7,,2018,2018,1,4,0.0
2tMyCS1l1uctw5zrYyor3v,la corporación,0,55,,2020,2020,4,1,13.0
6BXA5FDonefcAe2hg4T7K5,joel harrison,24,759,,2003,2023,20,12,34375.0
2wm8ysSCyGWuOGmmYICa8V,hersan & his city slickers,0,10,,-1,-1,0,0,130.0
0R9s1t65CdGRCJx5OaaPE2,нуки,26,20879,"russian metal, russian punk, russian rock",2015,2023,17,3,14653.0
3s1xcekYgnSkBm8QK1uBYD,the click,47,113757,hyphy,1995,2019,6,1,58060.0
47bjn6MGbIP4K9DN6EbI5X,lacquer,1,9,,2020,2022,2,1,143.0
3r6BDxg7iynVQMtUnc6p81,the belka,7,113,,2005,2023,3,10,212.0
3LfZvsjHCnxUyPFmEJlofo,dalfie,6,1141,,2016,2021,20,3,1701.0
3rX1TKLAwRqlI0QJTAHwhJ,dreamlord,0,93,,2019,2019,1,10,10.0
2yPNCXKVQPcyaU2TJYbCMm,x-traordinary,0,11,,2023,2024,20,1,40.0
2CtkIlBpmOwWyePdhauNP8,artur dutkiewicz,1,220,,2015,2021,3,8,56.0
0Clym7nYMilAa0n5jtIa88,manuela pioche,5,137,,-1,-1,0,0,872.0
18Sk5Hk4tQ03LVI0DC7Fwe,crazy sonic,3,426,austrian techno,2013,2021,20,2,765.0
4EVLp3DfgfKHi1atOxc7Wb,coqui sosa,14,225,folclore tucumano,1998,2023,4,14,2927.0
14UvLQjIwSIZKZK0z4G02E,pod people,1,424,australian psych,2008,2008,1,10,67.0
4zs2Vybqo9ktD8QORpnHfI,the basement boys,49,1014,,-1,-1,0,0,963506.0
5CeYEkvC5uRMt8Bmso8Hft,713avo amor,2,1233,,1992,1994,2,2,277.0
7xUkDDmuNwEc0HrBRXd8RD,cmaz,0,16,,2022,2022,1,1,2.0
6a9wmSy33A5x8F9Nfhbw7p,soadan,1,84,,2022,2022,1,10,90.0
7GiQADKi0abGiu4N77vCDw,eva b. ross,7,2140,,2018,2021,8,1,1648.0
3E35w0TJuQ4vf6JtLQqwHx,goblinsmoker,9,3614,uk doom metal,2018,2022,3,3,1806.0
0mu0CH8aLRjPEpLlpOaheN,stereoblonde,0,21,,2011,2011,1,1,1.0
6HExVedPlN97bKAyxwKyCJ,chopstick party,0,2,,-1,-1,0,0,2.0
1zmpJK1jTi4KK0YiBp7fvZ,slagerij van kampen,13,3848,,1992,2014,10,15,3280.0
49rH1OsO47Bo2UibC6Se4Q,botany boyz,27,27174,"dirty texas rap, houston rap",1997,2016,5,6,19392.0
6sb4ZF4bl1tKKp8Z2Z2Tkv,aminal,0,29,,2017,2017,1,6,0.0
2izm16Jd9ifkaqR5fxzlTK,dorinda clark-cole,33,116540,gospel,2001,2023,10,1,44047.0
6E9Gm1glL7V1f1aEfBIYkU,the reaver,0,1,,-1,-1,0,0,1.0
0TtmWFPYtp9OUobudWwIP0,greg fox,6,2858,experimental percussion,2017,2023,5,1,1137.0
78KfmEv8YB5My4MYtPO9K5,aldo lesina,21,2924,new italo disco,2016,2024,18,5,6198.0
0aiN5c9K6ccwkplT4KS1Co,glass figure,4,513,,2011,2016,5,4,736.0
5rXlurpUALFKStohAhSCTn,enrightbeats,0,9,,2024,2024,1,1,18.0
03bCpEjsSlo3PedJrZ9RjX,my fictions,6,2120,"boston hardcore, chaotic hardcore",2011,2023,7,5,1027.0
6lJ1uRkN6BRPqa4cYCrg0c,rayhan kadar,0,75,,2009,2010,3,4,8.0
4s35bHloU7rN77FVIJ8I5j,azonic,0,44,,2017,2017,1,3,6.0
3YHo1tsCclG4642yVEnHhh,dyzzy.earth,36,8888,german hyperpop,2019,2023,9,1,36209.0
2Wzob8bB7dYoBmI2pEWw0K,biertras,3,51,,-1,-1,0,0,0.0
7nndJIGPnd4cuPrYE23v7h,samzoid,0,9,,2022,2023,4,1,0.0
5nCdMfh2aazhu5tBZXlo9M,erik vee,11,1656,hands up,2002,2008,6,2,4766.0
0xtAe5QLqInJ2OQgk9bJNM,gay & terry woods,1,369,,1978,1978,1,10,154.0
5kIrT1WkkzxAOg2zNtXVtN,tapani rautasuo,2,2,,1981,1986,2,16,330.0
1IhW7op0zQhEGkn7jaDUd1,myra lee,0,31,,2023,2023,1,1,36.0
7cV6PxDmESx2vwRZN5GuNx,the undivided,0,130,,2011,2021,7,1,17.0
3uwA2sqvUf6GYJGnoHt2zW,miranda dickinson,1,17,,-1,-1,0,0,3.0
6okYliJaC9bNemn3hTDw73,califa thugs,26,68920,chicano rap,2013,2013,1,19,17131.0
3QZEbpYuO36TVmqHEbxpkZ,escalandrum,20,15618,argentine jazz,2000,2023,20,1,8539.0
2pDDYPotrTeT3SZZaVqVyj,aïboforcen,0,0,,-1,-1,0,0,2.0
